"unitid","institution name","year","F0910_F2_RV.Private gifts - Total","DRVF2010_RV.Tuition and fees as a percent of core revenues (FASB)","DRVF2010_RV.Endowment assets (year end) per FTE enrollment (FASB)"
"166391","Lasell College","2010","3720596","74","15270"
"166452","Lesley University","2010","5036030","85","31073"
"166601","Marian Court College","2010","90832","96","2033"
"166656","MCPHS University","2010","1801479","84","32987"
"166683","Massachusetts Institute of Technology","2010","246580000","8","809393"
"166717","Massachusetts School of Professional Psychology","2010","221612","97",
"166850","Merrimack College","2010","2563983","82","13779"
"166869","MGH Institute of Health Professions","2010","1454000","74","29278"
"166911","Montserrat College of Art","2010","1997196","73","1682"
"166939","Mount Holyoke College","2010","20104183","36","212414"
"166948","Mount Ida College","2010","425313","93","6880"
"166984","School of the Museum of Fine Arts-Boston","2010","1543821","81","30708"
"167057","The New England Conservatory of Music","2010","6286148","48","132624"
"167093","New England College of Optometry","2010","444741","85","23494"
"167181","New England School of Acupuncture","2010","66385","68",
"167215","New England School of Law","2010","209457","94","243"
"167251","Newbury College","2010","714245","94","1715"
"167260","Nichols College","2010","3143433","84","10255"
"167358","Northeastern University","2010","29575000","75","20299"
"167394","College of Our Lady of the Elms","2010","3169130","65","6805"
"167455","Pine Manor College","2010","1386443","53","18174"
"167464","Blessed John XXIII National Seminary","2010","1225143","35","100516"
"167598","Regis College","2010","904756","81","11347"
"167677","Saint John's Seminary","2010","2143044","23","94343"
"167783","Simmons College","2010","8756813","78","30024"
"167792","Bard College at Simon's Rock","2010","4321529","58","42777"
"167835","Smith College","2010","37082967","23","396038"
"167899","Springfield College","2010","3589866","78","7816"
"167996","Stonehill College","2010","9026933","67","52384"
"168005","Suffolk University","2010","2239856","90","2523"
"168148","Tufts University","2010","52441952","38","128721"
"168218","Wellesley College","2010","26569000","24","536173"
"168227","Wentworth Institute of Technology","2010","1514160","89","16107"
"168254","Western New England University","2010","2273257","87","10686"
"168281","Wheaton College","2010","11882282","62","82549"
"168290","Wheelock College","2010","3183177","67","35108"
"168342","Williams College","2010","27740438","20","680488"
"168421","Worcester Polytechnic Institute","2010","15139000","52","91251"
"168528","Adrian College","2010","2567394","79","14170"
"168546","Albion College","2010","3707396","54","81126"
"168591","Alma College","2010","4081618","52","60511"
"168740","Andrews University","2010","39696","57","10858"
"168786","Aquinas College","2010","5843490","65","15502"
"168838","Baker College of Owosso","2010",,"82","4019"
"168847","Baker College of Flint","2010","135059","82","4355"
"169080","Calvin College","2010","14104818","61","22575"
"169099","Calvin Theological Seminary","2010","2561808","8","276137"
"169220","Michigan School of Professional Psychology","2010","0","95",
"169327","Cleary University","2010","599243","86","1525"
"169363","Concordia University-Ann Arbor","2010","950076","77","13244"
"169424","Cranbrook Academy of Art","2010","1187484","53","154398"
"169442","College for Creative Studies","2010","13101571","52","48323"
"169479","Davenport University","2010","3378253","93","1505"
"169628","Michigan State University-College of Law","2010","334533","90","8173"
"169716","University of Detroit Mercy","2010","4434067","77","3610"
"169983","Kettering University","2010","5335582","60","23160"
"170000","Grace Bible College","2010","953846","55","5406"
"170037","Cornerstone University","2010","5806264","73","2138"
"170091","Great Lakes Christian College","2010","834474","32","2389"
"170301","Hope College","2010","12238289","57","39698"
"170532","Kalamazoo College","2010","5853434","50","94782"
"170675","Lawrence Technological University","2010","1709554","82","8319"
"170806","Madonna University","2010","2179510","87","7620"
"170842","Marygrove College","2010","4820515","52","685"
"170967","Rochester College","2010","839953","88","1022"
"171298","Baker College of Muskegon","2010",,"82","4102"
"171492","Northwood University-Michigan","2010","5735931","80","6325"
"171599","Olivet College","2010","3296770","75","10132"
"171881","Kuyper College","2010","1360959","64","24818"
"172033","Sacred Heart Major Seminary","2010","1442419","35","24217"
"172264","Siena Heights University","2010","4711978","56","3896"
"172334","Spring Arbor University","2010","13467548","68","2299"
"172440","Finlandia University","2010","5656503","51","6341"
"172477","Thomas M Cooley Law School","2010","1997403","105","3560"
"172608","Walsh College of Accountancy and Business Administration","2010","700771","90","2345"
"172705","Western Theological Seminary","2010","4091749","8","221085"
"173045","Augsburg College","2010","3048458","80","8563"
"173142","Bethany Lutheran College","2010","5930282","44","46196"
"173160","Bethel University","2010","4544163","81","5956"
"173179","Bethel Seminary-St Paul","2010","1740794","70","0"
"173258","Carleton College","2010","46192018","31","288943"
"173300","Concordia College at Moorhead","2010","9701168","60","24605"
"173328","Concordia University-Saint Paul","2010","3537921","78","7430"
"173452","Martin Luther College","2010","2493426","45","7657"
"173647","Gustavus Adolphus College","2010","5781415","69","39331"
"173665","Hamline University","2010","13008195","75","13325"
"173683","Hazelden Graduate School of Addiction Studies","2010","38654","79",
"173896","Luther Seminary","2010","4820311","23","112203"
"173902","Macalester College","2010","9238000","29","270114"
"173957","Mayo Medical School","2010","0","56","0"
"173966","Mayo School of Health Sciences","2010","0","99","0"
"174127","Minneapolis College of Art and Design","2010","728925","65","44487"
"174206","Crossroads College","2010","548095","58","5364"
"174437","North Central University","2010","1346052","72","2084"
"174491","University of Northwestern-St Paul","2010","12480392","70","4295"
"174507","Northwestern Health Sciences University","2010","785823","72","161"
"174525","Oak Hills Christian College","2010","347202","40","496"
"174747","College of Saint Benedict","2010","3275698","77","18333"
"174792","Saint Johns University","2010","10611677","49","62677"
"174817","Saint Mary's University of Minnesota","2010","3211630","80","8323"
"174844","St Olaf College","2010","14382000","54","90575"
"174862","Crown College","2010","1137234","78","5803"
"174899","The College of Saint Scholastica","2010","2485894","79","6081"
"174914","University of St Thomas","2010","20763705","67","29519"
"175005","St Catherine University","2010","4436622","71","11025"
"175139","United Theological Seminary of the Twin Cities","2010","2027701","17","106388"
"175227","Dunwoody College of Technology","2010","5143462","72","9526"
"175281","William Mitchell College of Law","2010","1301396","81","17374"
"175421","Belhaven University","2010","660464","58","1312"
"175430","Blue Mountain College","2010","1302235","56","17391"
"175980","Millsaps College","2010","3591911","42","68382"
"176053","Mississippi College","2010","3885981","76","12701"
"176318","Rust College","2010","1557571","49","22607"
"176336","Southeastern Baptist College","2010","89273","42",
"176406","Tougaloo College","2010","4970564","29","7476"
"176451","Wesley Biblical Seminary","2010","1459214","24","38128"
"176479","William Carey University","2010","2975513","78","2844"
"176600","Aquinas Institute of Theology","2010","0","47",
"176619","Assemblies of God Theological Seminary","2010","427343","56","6455"
"176628","Avila University","2010","1423624","90","4670"
"176664","Baptist Bible College","2010","1425220","59","202"
"176770","Cox College","2010","0","70","21163"
"176789","Calvary Bible College and Theological Seminary","2010","1317031","59",
"176910","Central Christian College of the Bible","2010","1268945","36","2020"
"176947","Central Methodist University-College of Liberal Arts and Sciences","2010","2250521","65","22990"
"177038","Cleveland University-Kansas City","2010","68630","94","9704"
"177065","Columbia College","2010","919806","92","4445"
"177083","Conception Seminary College","2010","269073","76","29039"
"177092","Concordia Seminary","2010","14446114","17","145680"
"177117","Cottey College","2010","5798821","11","239199"
"177126","Covenant Theological Seminary","2010","2981712","37","31548"
"177144","Culver-Stockton College","2010","3615165","52","22842"
"177214","Drury University","2010","3336937","73","12321"
"177278","Eden Theological Seminary","2010","0","7","206543"
"177339","Evangel University","2010","2563330","79","3750"
"177418","Fontbonne University","2010","3204561","87","7279"
"177427","Forest Institute of Professional Psychology","2010","0","81",
"177542","Hannibal-LaGrange University","2010","2094688","63","7254"
"177719","Barnes-Jewish College Goldfarb School of Nursing","2010","309409","63","31728"
"177746","Kansas City Art Institute","2010","2001223","61","62314"
"177816","Kenrick Glennon Seminary","2010","42425626","4","183041"
"177834","A T Still University of Health Sciences","2010","6636845","76","13177"
"177968","Lindenwood University","2010","3555301","88","8227"
"177986","Logan University","2010","979613","86","6089"
"178059","Maryville University of Saint Louis","2010","0","84","10939"
"178208","Midwestern Baptist Theological Seminary","2010","1591512","29","10529"
"178244","Missouri Baptist University","2010","1351781","93","1031"
"178369","Missouri Valley College","2010","772852","56","2578"
"178518","Nazarene Theological Seminary","2010","779395","26","47755"
"178679","Ozark Christian College","2010","1598772","51","4712"
"178697","College of the Ozarks","2010","11402890","6","187041"
"178721","Park University","2010","1143068","90","4867"
"178891","Ranken Technical College","2010","818307","70","27961"
"179043","Rockhurst University","2010","13948917","59","12912"
"179159","Saint Louis University","2010","33558955","55","55326"
"179256","Saint Louis Christian College","2010","871577","54",
"179265","St Louis College of Pharmacy","2010","2499617","64","62459"
"179317","Saint Paul School of Theology","2010","1895694","15","163765"
"179326","Southwest Baptist University","2010","2816890","73","4637"
"179450","Saint Luke's College of Health Sciences","2010","0","34","25665"
"179548","Stephens College","2010","1179065","66","23292"
"179812","Kansas City University of Medicine and Biosciences","2010","1432183","87","4365"
"179867","Washington University in St Louis","2010","320749000","11","426930"
"179894","Webster University","2010","2730927","90","4935"
"179946","Westminster College","2010","3307541","50","36993"
"179955","William Jewell College","2010","7151808","32","55992"
"179964","William Woods University","2010","331341","77","6132"
"180106","Carroll College","2010","3449238","80","20920"
"180258","University of Great Falls","2010","928905","77","11368"
"180595","Rocky Mountain College","2010","2465137","58","18904"
"180647","Salish Kootenai College","2010","491291","3","10867"
"180814","Bellevue University","2010","2557916","89","4076"
"180832","Clarkson College","2010","440209","56","1765"
"180878","Bryan College of Health Sciences","2010","0","47",
"180984","Concordia University-Nebraska","2010","4950176","56","17758"
"181002","Creighton University","2010","25481520","60","26164"
"181020","Doane College-Crete","2010","4653610","37","80373"
"181093","Grace University","2010","1993542","56","3961"
"181127","Hastings College","2010","5138206","48","39441"
"181297","Nebraska Methodist College of Nursing & Allied Health","2010","199302","56","10896"
"181330","Midland University","2010","2605872","63","16283"
"181376","Nebraska Christian College","2010","1792884","36","4469"
"181446","Nebraska Wesleyan University","2010","3204000","68","17892"
"181604","College of Saint Mary","2010","1664211","72","6556"
"181738","Union College","2010","3117718","67","15017"
"181853","York College","2010","2256620","51","17121"
"182458","Sierra Nevada College","2010","3947879","60","4438"
"182634","Colby-Sawyer College","2010","5638593","61","22973"
"182670","Dartmouth College","2010","151828492","17","509901"
"182795","Franklin Pierce University","2010","315720","90","3200"
"182829","University of New Hampshire-School of Law","2010","681783","78","37920"
"182980","New England College","2010","2643644","81","4131"
"183026","Southern New Hampshire University","2010","2107191","93","1533"
"183211","Rivier University","2010","1153921","82","14174"
"183239","Saint Anselm College","2010","8419138","67","38451"
"183275","Thomas More College of Liberal Arts","2010","1383946","26","442"
"183804","Beth Medrash Govoha","2010","11498090","54","1246"
"183822","Bloomfield College","2010","2938003","83","4305"
"183910","Caldwell College","2010","810819","90","2826"
"183974","Centenary College","2010","3125000","86","1055"
"184153","Cooper Health System Center for Allied Health Education","2010","0","43",
"184348","Drew University","2010","4795674","52","69471"
"184603","Fairleigh Dickinson University-Metropolitan Campus","2010","4775000","89","2604"
"184612","Felician College","2010","1753222","91","2399"
"184694","Fairleigh Dickinson University-College at Florham","2010",,"89","3196"
"184773","Georgian Court University","2010","669361","81","16979"
"185572","Monmouth University","2010","11881166","78","8922"
"185758","New Brunswick Theological Seminary","2010","1241367","38","44206"
"186122","Princeton Theological Seminary","2010","8111004","2","1529103"
"186131","Princeton University","2010","192657000","4","1891913"
"186186","Rabbinical College of America","2010","2643811","36",
"186283","Rider University","2010","3609000","85","8748"
"186432","Saint Peter's University","2010","5923668","77","8948"
"186584","Seton Hall University","2010","11771000","77","23153"
"186618","College of Saint Elizabeth","2010","2397795","75","13073"
"186867","Stevens Institute of Technology","2010","7679179","64","26056"
"186900","Talmudical Academy-New Jersey","2010","62463","88",
"188182","University of the Southwest","2010","3463583","47","5257"
"188207","Southwestern College","2010","39863","90",
"188340","Vaughn College of Aeronautics and Technology","2010","386395","67","97"
"188429","Adelphi University","2010","4243686","88","14112"
"188526","Albany College of Pharmacy and Health Sciences","2010","3155085","80","6089"
"188535","Albany Law School","2010","2305050","77","25641"
"188580","Albany Medical College","2010","11399104","13","88040"
"188641","Alfred University","2010","5201852","32","33711"
"188854","American Musical and Dramatic Academy","2010","0","91",
"189015","Bank Street College of Education","2010","0","72","33156"
"189088","Bard College","2010","41195475","43","0"
"189097","Barnard College","2010","14838379","56","79937"
"189264","Beth Hatalmud Rabbinical College","2010","914820","30",
"189273","Beth Hamedrash Shaarei Yosher Institute","2010","1033393","25",
"189413","Boricua College","2010","143090","87","661"
"189501","Brooklyn Law School","2010","5170262","79","44150"
"189705","Canisius College","2010","100179","88","19255"
"189848","Cazenovia College","2010","2304547","64","19586"
"189857","Central Yeshiva Tomchei Tmimim Lubavitz","2010","0","100",
"189981","Christ the King Seminary","2010","619000","13","86560"
"190044","Clarkson University","2010","8847423","48","45053"
"190080","Colgate Rochester Crozer Divinity School","2010","1033533","22","282968"
"190099","Colgate University","2010","26025803","44","221862"
"190114","Metropolitan College of New York","2010","68093","86","421"
"190150","Columbia University in the City of New York","2010","240418000","17","279619"
"190248","Concordia College-New York","2010","1174087","70","11339"
"190372","Cooper Union for the Advancement of Science and Art","2010","11545956","5","526981"
"190415","Cornell University","2010","278600497","23","159687"
"190424","Weill Cornell Medical College","2010","151144189","3","1434527"
"190503","Culinary Institute of America","2010","9009246","72","16023"
"190716","D'Youville College","2010","472346","81","8238"
"190725","Daemen College","2010","562847","87","2366"
"190761","Dominican College of Blauvelt","2010","878766","94","478"
"190770","Dowling College","2010","4646833","90","676"
"190983","Elmira College","2010","5631529","63","19479"
"191241","Fordham University","2010","36784063","74","26160"
"191320","The General Theological Seminary","2010","6336781","13","111644"
"191515","Hamilton College","2010","24087000","31","327841"
"191533","Hartwick College","2010","2441582","74","35311"
"191597","Helene Fuld College of Nursing","2010","198800","91","1492"
"191621","Hilbert College","2010","688564","84","4044"
"191630","Hobart William Smith Colleges","2010","14105281","57","80400"
"191649","Hofstra University","2010","10790650","80","20556"
"191676","Houghton College","2010","1862977","69","25130"
"191931","Iona College","2010","7470655","83","9381"
"191968","Ithaca College","2010","14351176","78","24642"
"192040","Jewish Theological Seminary of America","2010","18596400","6","192177"
"192110","The Juilliard School","2010","22860397","14","647887"
"192165","Kehilath Yakov Rabbinical Seminary","2010","0","32",
"192192","Keuka College","2010","2459799","78","4377"
"192323","Le Moyne College","2010","9784127","63","32321"
"192439","LIU Brooklyn","2010","2756074","93","4866"
"192448","LIU Post","2010","1874908","93","5682"
"192554","LIU Hudson at Rockland","2010","3304","98","0"
"192563","LIU Brentwood","2010","5153","99","0"
"192624","Machzikei Hadath Rabbinical College","2010","175154","82",
"192703","Manhattan College","2010","10795157","73","14012"
"192712","Manhattan School of Music","2010","3019278","84","17540"
"192749","Manhattanville College","2010","1550270","85","3842"
"192785","Maria College of Albany","2010","29329","85",
"192819","Marist College","2010","26178435","67","21994"
"192864","Marymount Manhattan College","2010","4311743","85","7770"
"192925","Medaille College","2010","228902","95","274"
"193016","Mercy College","2010","1028882","92","2953"
"193052","Mesivta Torah Vodaath Rabbinical Seminary","2010","1195103","16","4901"
"193061","Mesivta of Eastern Parkway-Yeshiva Zichron Meilech","2010","758395","28",
"193070","Mesivtha Tifereth Jerusalem of America","2010","2626828","24",
"193247","Mirrer Yeshiva Cent Institute","2010","2752868","30",
"193292","Molloy College","2010","2624356","91","6973"
"193353","Mount Saint Mary College","2010","1462793","86","2675"
"193399","College of Mount Saint Vincent","2010","1977797","84","3878"
"193405","Icahn School of Medicine at Mount Sinai","2010","57677000","3","555749"
"193584","Nazareth College","2010","5298554","78","15643"
"193645","The College of New Rochelle","2010","1944708","87","4491"
"193654","The New School","2010","0","79","21731"
"193751","New York Chiropractic College","2010","254127","82","199"
"193821","New York Law School","2010","22236805","63","16416"
"193830","New York Medical College","2010","2604947","21","39883"
"193894","New York Theological Seminary","2010","808959","70","9267"
"193900","New York University","2010","264691000","48","54017"
"193973","Niagara University","2010","7353365","67","16532"
"194073","New York College of Podiatric Medicine","2010","668375","61","1441"
"194091","New York Institute of Technology","2010","4034301","94","4184"
"194116","New York School of Interior Design","2010","609506","80","7301"
"194161","Nyack College","2010","2079912","87","2746"
"194189","Ohr Hameir Theological Seminary","2010","1357249","53",
"194310","Pace University-New York","2010","5886393","86","9880"
"194392","Paul Smiths College of Arts and Science","2010","1773871","67","17858"
"194541","Polytechnic Institute of New York University","2010","2261000","69","27812"
"194569","Davis College","2010","294495","51","4358"
"194578","Pratt Institute-Main","2010","4144524","84","16296"
"194657","Rabbinical Academy Mesivta Rabbi Chaim Berlin","2010","555077","26",
"194666","Rabbinical College Bobover Yeshiva Bnei Zion","2010","475440","42",
"194675","Rabbinical College of Ch'san Sofer New York","2010","498815","6",
"194693","Rabbinical College Beth Shraga","2010","841570","41",
"194718","Rabbinical Seminary M'kor Chaim","2010","590592","45",
"194736","Rabbinical College of Long Island","2010","1470204","42",
"194763","Rabbinical Seminary of America","2010","2642352","11","5"
"194824","Rensselaer Polytechnic Institute","2010","31696000","53","87402"
"194958","Roberts Wesleyan College","2010","1235980","87","7352"
"195003","Rochester Institute of Technology","2010","14062000","53","41629"
"195030","University of Rochester","2010","47962000","21","142442"
"195128","The Sage Colleges","2010","3027181","74","11873"
"195155","St Bernard's School of Theology and Ministry","2010","308841","52","35080"
"195164","St Bonaventure University","2010","8441635","68","18050"
"195173","St Francis College","2010","2828067","75","26211"
"195216","St Lawrence University","2010","16492163","55","88086"
"195234","The College of Saint Rose","2010","4742075","81","5538"
"195243","St Thomas Aquinas College","2010","1155084","85","16615"
"195304","Sarah Lawrence College","2010","7314139","64","40463"
"195438","Sh'or Yoshuv Rabbinical College","2010","1943711","40",
"195474","Siena College","2010","7197039","65","35819"
"195526","Skidmore College","2010","18505000","54","106722"
"195544","Saint Joseph's College-New York","2010","5275000","84","8487"
"195580","Saint Vladimirs Orthodox Theological Seminary","2010","1229715","15","142090"
"195720","Saint John Fisher College","2010","4076373","72","11319"
"195809","St John's University-New York","2010","18415387","78","17354"
"196413","Syracuse University","2010","52541357","61","35080"
"196431","Talmudical Seminary Oholei Torah","2010","536098","84",
"196440","Talmudical Institute of Upstate New York","2010","655287","21",
"196468","Teachers College at Columbia University","2010","4733862","60","49059"
"196583","Torah Temimah Talmudical Seminary","2010","275507","78",
"196592","Touro College","2010","2776000","91","129"
"196653","Trocaire College","2010","525402","85","7671"
"196680","Excelsior College","2010","285802","96","43"
"196866","Union College","2010","13342240","49","147444"
"196884","Union Theological Seminary in the City of New York","2010","1168189","10","356370"
"197018","United Talmudical Seminary","2010","2435963","35",
"197045","Utica College","2010","2091076","85","6570"
"197133","Vassar College","2010","27832057","35","285225"
"197142","Villa Maria College","2010","360371","91","1947"
"197197","Wagner College","2010","6491843","79","19326"
"197221","Webb Institute","2010","1460328","10","403076"
"197230","Wells College","2010","4196025","44","49289"
"197601","Yeshiva Karlin Stolin","2010","68385","46",
"197610","Yeshivat Mikdash Melech","2010","1449505","33",
"197647","Yeshiva Derech Chaim","2010","1925289","25",
"197674","Yeshiva of Nitra Rabbinical College","2010","323884","81",
"197692","Yeshiva Shaar Hatorah","2010","476584","71",
"197708","Yeshiva University","2010","53879436","22","169429"
"197735","Yeshivath Viznitz","2010","0","89","8715"
"197744","Yeshivath Zichron Moshe","2010","1002953","55",
"197911","Barton College","2010","1738871","73","20774"
"197984","Belmont Abbey College","2010","1737379","66","4985"
"197993","Bennett College","2010","3299235","32","13380"
"198066","Brevard College","2010","3891059","48","28396"
"198109","Cabarrus College of Health Sciences","2010","0","34","4006"
"198136","Campbell University","2010","7527088","57","18066"
"198215","Catawba College","2010","8689452","49","27161"
"198303","Chowan University","2010","1548121","64","18602"
"198385","Davidson College","2010","46083759","23","230219"
"198419","Duke University","2010","173708000","14","318956"
"198516","Elon University","2010","9686354","79","15556"
"198561","Gardner-Webb University","2010","7607434","62","12252"
"198598","Greensboro College","2010","1669648","78","18645"
"198613","Guilford College","2010","4258964","56","22494"
"198677","Heritage Bible College","2010","265315","36","1059"
"198695","High Point University","2010","3571677","84","9940"
"198747","Laurel University","2010","94036","68","11193"
"198756","Johnson C Smith University","2010","9657508","50","31757"
"198808","Lees-McRae College","2010","3832391","61","19632"
"198835","Lenoir-Rhyne University","2010","14285777","42","29634"
"198862","Livingstone College","2010","3732147","53","1208"
"198899","Mars Hill University","2010","4206565","55","27207"
"198950","Meredith College","2010","4940947","69","33725"
"198969","Methodist University","2010","2084191","79","6717"
"199032","Montreat College","2010","3211567","72","8728"
"199069","Mount Olive College","2010","4148335","52","6213"
"199209","North Carolina Wesleyan College","2010","1182380","74","6538"
"199272","William Peace University","2010","1754991","58","58561"
"199306","Pfeiffer University","2010","2482146","74","7839"
"199315","Piedmont International University","2010","829750","55","1306"
"199412","Queens University of Charlotte","2010","10532431","53","24808"
"199458","Mid-Atlantic Christian University","2010","1452654","38","16643"
"199582","Saint Augustine's University","2010","1398975","52","10663"
"199607","Salem College","2010","3458240","38","45927"
"199643","Shaw University","2010","1051759","70","2877"
"199698","St Andrews University","2010","2217051","59","27931"
"199759","Southeastern Baptist Theological Seminary","2010",,,
"199847","Wake Forest University","2010","55207000","15","122388"
"199865","Warren Wilson College","2010","2476357","53","46304"
"199962","Wingate University","2010","6590811","64","10900"
"199971","Carolina Christian College","2010","113735","66","2673"
"200156","University of Jamestown","2010","3383620","46","22930"
"200217","University of Mary","2010","2038017","84","8757"
"200244","Sanford College of Nursing","2010","86407","8","9977"
"200484","Trinity Bible College","2010","722946","77","802"
"200527","Turtle Mountain Community College","2010","0","0","2222"
"200554","United Tribes Technical College","2010","43041","12","1064"
"200873","Allegheny Wesleyan College","2010","290904","46","2406"
"201061","Art Academy of Cincinnati","2010","253747","73","26309"
"201104","Ashland University","2010","7497985","78","6743"
"201177","Aultman College of Nursing and Health Sciences","2010","0","93",
"201195","Baldwin Wallace University","2010","19776602","59","26612"
"201371","Bluffton University","2010","2147953","66","15441"
"201548","Capital University","2010","2580433","83","14771"
"201645","Case Western Reserve University","2010","53178822","22","176403"
"201654","Cedarville University","2010","6448655","60","5131"
"201821","The Christ College of Nursing and Health Sciences","2010","1064","91","11217"
"201858","Cincinnati Christian University","2010","2899220","67","3614"
"201867","Cincinnati College of Mortuary Science","2010","20267","69",
"201964","Ohio Christian University","2010","945184","62","2454"
"202046","Cleveland Institute of Art","2010","3792855","48","47082"
"202073","Cleveland Institute of Music","2010","1331607","57","63226"
"202170","Columbus College of Art and Design","2010","827730","95","4964"
"202480","University of Dayton","2010","15636000","47","35325"
"202514","Defiance College","2010","2494770","70","11261"
"202523","Denison University","2010","12135080","36","253574"
"202763","The University of Findlay","2010","6026738","74","4737"
"202806","Franklin University","2010","364000","89","676"
"202903","Gods Bible School and College","2010","1333879","30",
"202912","Good Samaritan College of Nursing and Health Science","2010","151750","46","9619"
"203067","Hebrew Union College-Jewish Institute of Religion","2010","7609284","6",
"203085","Heidelberg University","2010","4005963","69","23012"
"203128","Hiram College","2010","3010855","67","40888"
"203368","John Carroll University","2010","3914799","54","42626"
"203535","Kenyon College","2010","20769016","48","85766"
"203544","Kettering College","2010","27606","64","2165"
"203580","Lake Erie College","2010","4981920","64","6053"
"203757","Lourdes University","2010","315245","69","4380"
"203775","Malone University","2010","1981213","87","6620"
"203845","Marietta College","2010","7043870","62","34048"
"203960","Mercy College of Ohio","2010","9732","56","9754"
"203997","Methodist Theological School in Ohio","2010","1042180","20","167312"
"204176","Mount Carmel College of Nursing","2010","0","94",
"204185","University of Mount Union","2010","4095871","66","50251"
"204194","Mount Vernon Nazarene University","2010","3705842","83","5292"
"204200","College of Mount St Joseph","2010","1489540","85","9812"
"204264","Muskingum University","2010","3596410","61","26747"
"204468","Notre Dame College","2010","1123878","88","4492"
"204486","University of Northwestern Ohio","2010","412071","98",
"204501","Oberlin College","2010","27941060","38","236501"
"204617","Ohio Dominican University","2010","1020369","81","8390"
"204635","Ohio Northern University","2010","10452779","65","34340"
"204909","Ohio Wesleyan University","2010","8711845","44","78712"
"204936","Otterbein University","2010","3851430","72","22506"
"204990","Payne Theological Seminary","2010","190153","40",
"205027","Pontifical College Josephinum","2010","1120218","40","153935"
"205124","Rabbinical College Telshe","2010","966193","21","4424"
"205203","University of Rio Grande","2010","1221302","85","8986"
"205957","Franciscan University of Steubenville","2010","4426069","72","13103"
"206002","Ohio Mid-Western College","2010","155014","57",
"206048","Tiffin University","2010","817190","89","1863"
"206154","Tri-State Bible College","2010","102249","24",
"206215","Trinity Lutheran Seminary","2010","1252753","11","195480"
"206279","Union Institute & University","2010","188308","94","365"
"206288","United Theological Seminary","2010","1304093","41","19239"
"206330","Urbana University","2010","1287421","87","2187"
"206349","Ursuline College","2010","796646","80","15546"
"206437","Walsh University","2010","3330495","86","3500"
"206491","Wilberforce University","2010","1871828","50","12931"
"206507","Wilmington College","2010","1254032","72","15871"
"206516","Winebrenner Theological Seminary","2010","518418","45","13320"
"206525","Wittenberg University","2010","6326327","61","43072"
"206589","The College of Wooster","2010","22327914","37","117126"
"206622","Xavier University","2010","21151265","67","15613"
"206817","Bacone College","2010","536965","12","7447"
"206835","Oklahoma Wesleyan University","2010","1215284","77","2980"
"206862","Southern Nazarene University","2010","4404509","76","8845"
"207157","Hillsdale Free Will Baptist College","2010","1336501","54","1540"
"207324","Oklahoma Christian University","2010","4999947","60","11882"
"207403","Oklahoma Baptist University","2010","4765504","41","56800"
"207458","Oklahoma City University","2010","18100330","67","19975"
"207582","Oral Roberts University","2010","42918795","36","12558"
"207689","Saint Gregory's University","2010","1958071","47","19871"
"207856","Southwestern Christian University","2010","420769","75","2872"
"207971","University of Tulsa","2010","61073676","28","172763"
"208488","Concordia University-Portland","2010","0","88","3690"
"208725","New Hope Christian College-Eugene","2010","301052","27","19188"
"208822","George Fox University","2010","9931025","78","5453"
"209056","Lewis & Clark College","2010","11718334","67","48858"
"209065","Linfield College-McMinnville Campus","2010","7268795","68","39565"
"209108","Marylhurst University","2010","2245633","85","9012"
"209241","Mount Angel Seminary","2010","26657","33","119295"
"209287","Multnomah University","2010","1813000","66","10798"
"209296","National College of Natural Medicine","2010","529165","89","643"
"209409","Northwest Christian University","2010","1576306","61","20083"
"209533","Oregon College of Art and Craft","2010","6121928","29","37588"
"209603","Pacific Northwest College of Art","2010","996564","67","24703"
"209612","Pacific University","2010","3399923","82","15139"
"209825","University of Portland","2010","9750000","74","20798"
"209922","Reed College","2010","30698574","34","282046"
"210304","Warner Pacific College","2010","860019","83","4697"
"210331","Corban University","2010","1872399","74","1627"
"210368","Western Seminary","2010","787444","72","1875"
"210401","Willamette University","2010","6751000","62","77226"
"210438","University of Western States","2010","83639","92","2234"
"210492","Bryn Athyn College of the New Church","2010","260376","7","430342"
"210508","Academy of Vocal Arts","2010","1073995","0",
"210571","Albright College","2010","3568836","67","18786"
"210669","Allegheny College","2010","6647406","58","65193"
"210739","DeSales University","2010","1633449","84","15823"
"210775","Alvernia University","2010","2612655","89","5813"
"211024","Baptist Bible College & Seminary of Pennsylvania","2010","1477918","77","2716"
"211088","Arcadia University","2010","2410000","84","12135"
"211130","Biblical Theological Seminary","2010","727440","69","15963"
"211273","Bryn Mawr College","2010","10062000","25","339611"
"211291","Bucknell University","2010","23002000","50","121118"
"211352","Cabrini College","2010","2551975","83","3473"
"211370","Calvary Baptist Theological Seminary","2010","942536","24","34099"
"211431","Carlow University","2010","1550134","85","5916"
"211440","Carnegie Mellon University","2010","63613754","38","78809"
"211468","Cedar Crest College","2010","2005573","74","10156"
"211556","Chatham University","2010","4541338","71","23224"
"211583","Chestnut Hill College","2010","1319649","81","2577"
"211893","Curtis Institute of Music","2010","2943326","5","632228"
"211981","Delaware Valley College","2010","1460046","88","6875"
"212009","Dickinson College","2010","8481276","55","110446"
"212054","Drexel University","2010","14416000","60","21130"
"212106","Duquesne University","2010","9181000","79","14463"
"212133","Eastern University","2010","11410815","74","4896"
"212197","Elizabethtown College","2010","4299207","76","23317"
"212443","Evangelical Theological Seminary","2010","588336","52","20096"
"212452","Faith Theological Seminary","2010",,,
